Issue key,Issue id,Summary,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Story Points),Status
PP-2930,675469,UAT Defects Nov 27-30,,,,,,,Rejected
PP-2590,659216,IQVIA clincial team user - site profile page - addition of bread crumb link ,,,,,,,Rejected
PP-2895,670651,UAT Feedback - Trial Intent Patch release,,,,,,,Rejected
PP-2591,659231,IQVIA clinical team user - site profile page - add email link to study staff,,,,,,,Rejected
PP-2558,655441,"User Migration Rules [27th Sept, 'EmailPreferred' update]",,,,,,,Rejected
PP-2530,654323,"CR.com Sitecore Contact List & Segmentation, Connection to MongoDB",,,,,,,Rejected
PP-2588,658834,NEO Engagement Plan not advancing on Referral Therapeutic Signups,,,,,,,Rejected
PP-2562,655938,Set up Medeor Mercury ePR website on new domain and permanently redirect traffic from old domain,,,,,,,Rejected
PP-2674,661481,amends to epr referral data pushed to CRCP,,,,,,,Rejected
PP-2261,651890,Post Production defects,,,,,,,Rejected
PP-2272,652453,Amend to export to rocket referral platform,,,,,,,Rejected
PP-2598,659684,Eiger D-LIVR - Add branding to ePR instance,,,,,,,Rejected
PP-2602,659694,Eiger D-LIVR - Create/Configure CTMS incoming feed,,,,,,,Rejected
PP-2607,659728,Eiger D-LIVR - UAT,,,,,,,Rejected
PP-2827,666410,Jazz Chords - IP geolocation is implemented,,,,,,,Rejected
PP-2821,666296,Jazz Chords - UAT feedback,,,,,,,Rejected
PP-2820,666288,Jazz Chords - create & publish build using CI/CD,,,,,,,Rejected
PP-2819,666287,Jazz Chords - configure CTMS data,,,,,,,Rejected
PP-688,536509,As a visitor I should be able to see study sites for a trial on a map (Google Maps API),,,,,,,Rejected
PP-686,536507,CR.Com should be able to show trials from CTMS,,,,,,,Rejected
PP-694,536515,Technical Email Solution - need to be able to send emails & capture analytics,,,,,,,Rejected
PP-938,563234,Documentation for CET manual,,,,,,0,Rejected
PP-937,563233,Deployment of CR.com Iteration1,,,,,,0,Rejected
PP-2041,649362,Dropdown menu behavior,,,,,,,Rejected
PP-6732,895510,DtP platform - site selection page - 'no site convenient' link toggled and content managed,Place for priority stories,,,,,,Rejected
PP-7186,918020,DtP - consolidated return URL and age range triggers for LL status,,,,,,,Development In Progress
PP-6945,910171,Flag for different age values between survey and contact form,,,,,,,Open
PP-7383,927552,DTP ACOE integration ,Place for priority stories,,,,,,Open
PP-4599,779420,Standardize the saving of ZIP Code and Phone Numbers in our db,,,,,,,Development In Progress
PP-7608,934547,All Janssen / AZ / Generic Covid Studies - process to associate no site available status referrals to new sites added to Sitecore,GPSS Sprint 17,GPSS Sprint 19,GPSS Sprint 18,,,8,Closed
PP-6596,890098,CR.com email rules and workflow,,,,,,,Rejected
PP-6690,893604,List and campaign creation in cr.com (for RITM sprint?),Place for priority stories,,,,,,Rejected
PP-6892,907193,CR.com CMS field to limit total number of articles displayed on site,Place for priority stories,,,,,,Rejected
PP-925,558829,Content Upload into SItecore for CR.com,,,,,,,Closed
PP-1005,574950,NFR's cr.com   Non-Functional Requirements,,,,,,0,Closed
PP-1369,595453,CR.com UAT Feedback,,,,,,,Closed
PP-5342,853106,Intermittent outage of CR.com Website ,RITM / INC Release Sprint 3,RITM / INC Release Sprint 4,,,,5,Rejected
PP-5106,844458,Email functionality to be incorporated into CR.com,,,,,,,Rejected
PP-7401,929146,Move FAQs if Call Centre Number is not present on the header,Place for priority stories,,,,,,Open
PP-7399,928928,Create instance of Registry Platform for Amgen,GPSS Sprint 18,,,,,3,Closed
PP-7484,932734,LL status is affected by values in the SG return URL,GPSS Sprint 18,,,,,8,Closed
PP-7120,916312,Marketing (Precision) - URL to receive parameters and External URL to pass parameters,GPSS Sprint 17,GPSS Sprint 18,,,,5,Closed
PP-6961,910887,"Amend to PP-6786  (Merge Tags, all inv & protocol table fields)",GPSS Sprint 17,GPSS Sprint 18,,,,3,Closed
PP-6786,900803,Success Pages - Site details as merge tags to use within Content,GPSS Sprint 12,,,,,,Closed
PP-7450,932110,AZ Stormchaser (Covid) DtP instance creation,,,,,,,Closed
PP-7917,943381,Broken image in contact info,,,,,,,Closed
PP-7751,939070,Plegridy - External links for Prescribing Info & Medication Guide,GPSS Sprint 17,GPSS Sprint 18,,,,,Closed
PP-6960,910886,DtP amend to PP-6739  (Mobile Phone/SMS consent issue),GPSS Sprint 17,GPSS Sprint 18,,,,3,Closed
PP-7532,933780,One-time Welcome/Notification Email,GPSS Sprint 17,GPSS Sprint 18,,,,8,Closed
PP-7855,941967,[C19 Trials] Phone Number modal not redirecting properly,,,,,,,Closed
PP-7799,940564,GTM script not populated on accepting cookie policy [JansenEnsemble],,,,,,,Closed
PP-7818,941195,Alzheimer Studies Generic Prescreener,,,,,,,Closed
PP-7101,916071,Performance Issue and Referral API changes,GPSS Sprint 14,,,,,3,Development Complete
PP-7670,936888,Ensemble European sites cookie placement (temporary cookie management solution),GPSS Sprint 17,,,,,3,Closed
PP-7448,932105,Green Memory DTP - create instance,,,,,,,Closed
PP-5923,866217,Updates to patient record where admin interface used to prompt welcome/forgot password email,GPSS Sprint 7,,,,,3,Closed
PP-5240,851143,AZ MCL: patient survey about website usability (in stakeholder review),,,,,,,Rejected
PP-7495,932963,https://www.ensemblestudy.com/#discover-if-you-qualify is not redirecting to “discover-if-you-qualify” section automatically ,GPSS Sprint 16,,,,,,Closed
PP-4429,760723,'Prescribing Information' and 'Patient Information/Medication Guide' - link to external PDF's,,,,,,,Closed
PP-7121,916316,DtP - LL status directed by ethinicity value in screener callback URL,Place for priority stories,,,,,,Rejected
PP-7103,916077,Prod issue - AZ COVID,RITM / INC Release Sprint 22,,,,,,Closed
PP-7104,916078,Prod Issue - When Screener Status is Pass:,RITM / INC Release Sprint 22,,,,,,Closed
PP-7496,932964,First letter capital in Country Name,GPSS Sprint 16,,,,,,Closed
PP-6955,910764,MS trial Mongo DB Issue,RITM / INC Release Sprint 20,,,,,,Development In Progress
PP-7328,924195,Extension of quarterly response window,,,,,,,Closed
PP-7438,931034,SVT-Retrophin Duplex- Australia Issues,,,,,,,Development In Progress
PP-7404,929507,UAT issue - Miles to Km’s conversion logic need to be implemented,Place for priority stories,,,,,,Open
PP-7493,932846,Marketing - future-proofing External URL to pass parameters,Place for priority stories,,,,,,Open
PP-6879,905493,UAT Feedback,,,,,,,Closed
PP-6090,873511,AbbVie - SVT/Dev Germany Language Setup,GPSS Sprint 9,,,,,3,Closed
PP-6062,872998,Abbvie Testing,,,,,,,Closed
PP-7273,922656,pn value (call centre number) to come from url or default in Sitecore / Merge Tag - SPILLOVER,,,,,,,Closed
PP-7357,925393,Scan Report - Staging URL for IQVIA ; DARM ID: 2020-7140 // Janssen MDD/OARS Program // DARM Vulnerabilities Found,,,,,,,Closed
PP-7408,929514,UAt issue - Country/Language drop down on homepage in corresponding languages,,,,,,,Closed
PP-7406,929509,UAT issue - Contact Page - State drop down labels in corresponding languages,,,,,,,Closed
PP-7405,929508,UAT issue - Pn[Phone number] Format,,,,,,,Closed
PP-7403,929506,UAT - vi US - background map showing in English,,,,,,,Closed
PP-7435,931030,SVT-Retrophin Duplex- France Issues,,,,,,,Development In Progress
PP-7411,929517,UAT issue - Redirection as per country IP+Browser language,Place for priority stories,,,,,,Development In Progress
PP-7412,929520,UAT issue - psecID and sID parameters are getting added in the URL when user select other languages and copy URL on browser,GPSS Sprint 15,,,,,,Closed
PP-7410,929516,UAT issue - Redirection as per country IP,Place for priority stories,,,,,,Open
PP-7380,927351,SVT : Argentina Issues,GPSS Sprint 15,,,,,,Closed
PP-7402,929505,"UAT issue - US VI – RH is not accepting when first name, last name and email address in Vietnamese language",GPSS Sprint 15,,,,,,Rejected
PP-7396,928891,CR.com - If 'Muli' font is being used then change this to 'Noto Sans' to fix 'y Y' issue,,,,,,,Open
PP-7398,928909,Registry Platform - If 'Muli' font is being used then change this to 'Noto Sans' to fix 'y Y' issue,Place for priority stories,,,,,,Open
PP-7335,924706,SVT Janssen Ensemble - Peru Issues,GPSS Sprint 15,,,,,,Closed
PP-7326,924135,"Launch ENSEMBLE Argentina, Chile, Peru, Colombia and Spanish",GPSS Sprint 15,,,,,,Closed
PP-7356,925379,Janssen MultiLanguage- Fixes for Flag and Dailing code,GPSS Sprint 15,,,,,,Closed
PP-7336,924710,SVT Janssen Ensemble : Colombia Issues,GPSS Sprint 15,,,,,,Closed
PP-7333,924704,SVT Janssen Ensemble - Chile Issues,GPSS Sprint 15,,,,,,Closed
PP-7332,924341,Country Flag icons on contact Form to be Sitecore config driven,GPSS Sprint 15,,,,,,Closed
PP-7245,921932,Google Re-captcha - Multi Language,GPSS Sprint 15,,,,,,Closed
PP-7017,912183,Vitenam Ensemble SVT issues,GPSS Sprint 15,,,,,2,Closed
PP-6998,912162,Spanish Ensemble SVT issues,GPSS Sprint 15,,,,,2,Closed
PP-7099,916038,Janssen - Multi Language Defect fixes and Testing,GPSS Sprint 15,,,,,3,Closed
PP-6071,873235, Site selection display based on value in URL query string,,,,,,,Rejected
PP-7382,927438,ACOE - Estimates for Landing page and success page alteration.,Place for priority stories,,,,,,Open
PP-6157,876663,POC - To understand and estimate Human API integration,RITM / INC Release Sprint 8,,,,,1,Closed
PP-7054,912389,Janssen Ensemble - Country configurations / settings,GPSS Sprint 13,GPSS Sprint 14,,,,3,Closed
PP-7246,922115,Abbvie/Roche Job issue,,,,,,,Closed
PP-7100,916067,To unshare “Tenant Key” field so that we will have unique key for each website.,RITM / INC Release Sprint 22,,,,,,Closed
PP-7164,917401,Configure Background Integration job for all 4 newly added languages on Janssen portal,RITM / INC Release Sprint 22,,,,,,Closed
PP-7131,916621,DtP - Additional information to be sent to RH,GPSS Sprint 14,,,,,,Closed
PP-7033,912214,"DtP - indicate specific site, protocol based on URL variables and values",GPSS Sprint 14,,,,,8,Closed
PP-6753,897449,"Call Center Number shown on pages to be Merge Tags, LL to show the same dynamic number",GPSS Sprint 14,,,,,5,Closed
PP-6606,890767,http headers x-content type options,Place for priority stories,,,,,1,Rejected
PP-7080,913879,Mountain Daylight Time (MDT) TimeZone handling in Production.,RITM / INC Release Sprint 22,,,,,,Closed
PP-6894,907600,Vulnerability scan report for Janssen ,RITM / INC Release Sprint 19,,,,,,Rejected
PP-6977,911431,"To change the field name of ShowContactMediumFields in all 3 contact forms Adult, care giver and Minor Guardian.",,,,,,,Closed
PP-7197,919296,PRDB – SFMC issue -> EPR Appointment Status is missing.,RITM / INC Release Sprint 22,,,,,,Closed
PP-6962,910888,"DtP - user 'stuck' on contact form, handling multiple submission of contact form",GPSS Sprint 14,,,,,3,Closed
PP-7221,920999,LifeLink enabled but want to bypass LifeLink appointment scheduling and set the Appointment Status to 'Not Initiated',,,,,,,Open
PP-7102,916074,Abbvie/Roche and IP defect fixes,GPSS Sprint 14,,,,,3,Closed
PP-7205,919615,DNQ user with Holdscheduling status,,,,,,,Open
PP-7090,915365,Autism Studies - Contact Form Issue,RITM / INC Release Sprint 22,,,,,,Closed
PP-6828,903051,"Disposition status - ""HoldScheduling"", Setting of Age Range to bypass LL or not",GPSS Sprint 12,,,,,,Closed
PP-6893,907327,"Ability to configure ""HoldScheduling"" age range on a per protocol level",GPSS Sprint 14,,,,,5,Rejected
PP-7135,916700,"Prod Issue - Fix for issue in Covid AU – Date of Birth format, to be sent to RH ",RITM / INC Release Sprint 21,,,,,,Closed
PP-6831,903137,URL External Links to contain variable parameters,GPSS Sprint 14,,,,,5,Rejected
PP-7093,915382,Publish event : to save email and sms content to DB,RITM / INC Release Sprint 20,,,,,,Open
PP-6081,873347,Attribution ID System (implement into all existing live DTP's & DTP 1.1 platform),GPSS Sprint 13,,,,,3,Closed
PP-6891,907079,Sitecore change to support additional languages,,,,,,,Closed
PP-6871,905331,"""About Orilissa"" page and ""Important safety Information"" page",,,,,,,Closed
PP-6996,911891,MS Trial - PROD Issue - ScreenerStatus saving as PASS for DNQ flow,RITM / INC Release Sprint 19,,,,,,Closed
PP-6968,911231,Encrypt connection string in all Sitecore Instance,RITM / INC Release Sprint 19,,,,,,Closed
PP-6997,912060,Need confirmation on POST URL & redirection URL for Janssen Ensemble,RITM / INC Release Sprint 19,,,,,,Rejected
PP-6932,909865,Requests to assign Inv Sites for COVIDSHIELD Australia PROD to referrals with Abandoned and No-site-convenient status,RITM / INC Release Sprint 19,,,,,3,Closed
PP-6956,910766,GPSS sites Down Log Analysis.,RITM / INC Release Sprint 19,,,,,,Closed
PP-6987,911747,COVID SHIELD - Postcode Problem,RITM / INC Release Sprint 19,,,,,,Closed
PP-6889,905821,"MVP for PP-6738 force specific site, protocol based on URL variables and values",RITM / INC Release Sprint 19,,,,,3,Rejected
PP-6738,895533,"DtP platform  - force specific site, protocol based on URL variables and values",Place for priority stories,,,,,,Rejected
PP-4437,762104,Admin capability to reset user password,,,,,,,Closed
PP-6739,895586,DTP platform - SMS opt-in flag prior to mobile number being transferred to LifeLink  -backend,GPSS Sprint 11,,,,,3,Closed
PP-6546,886923,Addition of CMS editable banner (platform level),RITM / INC Release Sprint 17,,,,,,Closed
PP-6862,904443,Version of Success Page shown to user to be based on Appointment Scheduling scenario,GPSS Sprint 12,,,,,,Closed
PP-6845,903727,Defect Fixes and Testing,GPSS Sprint 12,,,,,,Closed
PP-6846,903728,AbbVie Defect fixes and Testing,GPSS Sprint 12,,,,,,Closed
PP-6946,910254,UI grid changes for Success Page,GPSS Sprint 12,,,,,,Closed
PP-6768,898924,UI changes for Abbvie Bloom,,,,,,,Closed
PP-6847,903870,Abbvie (BLOOM) specific mailboxes,GPSS Sprint 12,,,,,,Closed
PP-6866,904496,Emails to be sent to user based on Appointment Status values,,,,,,,Rejected
PP-6207,876838,Janssen MDD DtP - inclusion of legal notice and cookie policy pages to instance (initial analysis needed by test team to confirm functionality is present),,,,,,,Closed
PP-6208,876842,Janssen MDD DtP - cookie opt in banner for functional cookies (initial analysis needed by test team to confirm functionality is present),,,,,,,Closed
PP-6865,904493,Health Day Article - ClinicalResearch.com,,,,,,,Rejected
PP-6852,903986,Janssen Issue with Zipcode,GPSS Sprint 12,,,,,,Closed
PP-6291,878353,Dev team - addition of invisible Captcha to patient contact information form,GPSS Sprint 9,,,,,2,Closed
PP-6770,899844,DTP 1.6 - Qualsys Scan Report,GPSS Sprint 11,,,,,5,Closed
PP-6405,881634,LifeLink integration  [STUDY SPECIFIC & GENERIC],GPSS Sprint 11,,,,,3,Closed
PP-6785,900691,Janssen portal Testing (UI/UX/Screener/Regression),GPSS Sprint 11,,,,,,Closed
PP-6772,900370,DTP - Need to cater for new status siteNotFoundinLL,GPSS Sprint 11,,,,,3,Closed
PP-6769,899449,default opt in for automated calls,GPSS Sprint 11,,,,,3,Closed
PP-6612,891030,CI/CD - Sitecore Package Generator,GPSS Sprint 11,,,,,,Closed
PP-6199,876814,Cookie opt in banner for functional cookies ,GPSS Sprint 11,,,,,3,Closed
PP-6821,902666,Magic Link URL to be captured from LL and saved,,,,,,,Open
PP-6766,898831,"User Opt-In to be saved in Db,  Config or Code Fix?",Place for priority stories,,,,,,Rejected
PP-6797,901769,Lifelink Integration - To use Referral ID instead of Record ID,GPSS Sprint 11,,,,,,Closed
PP-6761,898193,"Do not show cookie banner, set all cookies, essential and non-essential",GPSS Sprint 11,,,,,,Closed
PP-6708,894227,Amends to HW integration further to fix at HW end,GPSS Sprint 11,,,,,,Closed
PP-6668,893127,ePR Background Job to send data to LL and RH for abandoned users,GPSS Sprint 11,,,,,5,Closed
PP-6820,902638,New subjectStatus 'noSlotsAvailableForSubject' to be passed from LifeLink,,,,,,,Open
PP-6819,902619,"If 'SiteDirectedSchedule',  version of Success Page to show to be CMS configurable",,,,,,,Open
PP-6660,893041, Issue with segmentation list,RITM / INC Release Sprint 15,,,,,3,Closed
PP-6778,900665,ATID Fix for production,RITM / INC Release Sprint 15,,,,,2,Closed
PP-1177,590041,Medeor Mercury - UAT feedback,,,,,,,Rejected
PP-423,454671,Bounceback report,,,,,,,Rejected
PP-422,454669,Summary of stats per instance,,,,,,,Rejected
PP-420,454187,Solution does not duplicate identified google analytics functions,,,,,,,Rejected
PP-419,454152,Interface to view CRM data on per instance basis,,,,,,,Rejected
